Youtuber,subscribers,video views,category,uploads,Abbreviation,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,created_year,created_month,created_date,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude
T-Series,245000000,228000000000.0,Music,20082,IN,1.0,2258000000.0,564600.0,9000000.0,6800000.0,108400000.0,2006.0,3,13.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
YouTube Movies,170000000,0.0,Film & Animation,1,US,7423.0,12.0,0.0,0.05,0.04,0.58,2006.0,3,5.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
MrBeast,166000000,28368841870.0,Entertainment,741,US,1.0,1348000000.0,337000.0,5400000.0,4000000.0,64700000.0,2012.0,2,20.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Cocomelon - Nursery Rhymes,162000000,164000000000.0,Education,966,US,1.0,1975000000.0,493800.0,7900000.0,5900000.0,94800000.0,2006.0,9,1.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
SET India,159000000,148000000000.0,Shows,116536,IN,2.0,1824000000.0,455900.0,7300000.0,5500000.0,87500000.0,2006.0,9,20.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
ýýý Kids Diana Show,112000000,93247040539.0,People & Blogs,1111,US,3.0,731674000.0,182900.0,2900000.0,2200000.0,35100000.0,2015.0,5,12.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
PewDiePie,111000000,29058044447.0,Gaming,4716,JP,4.0,39184000.0,9800.0,156700.0,117600.0,1900000.0,2010.0,4,29.0,63.2,126226568.0,2.29,115782416.0,36.204824,138.252924
Like Nastya,106000000,90479060027.0,People & Blogs,493,RU,25.0,48947000.0,12200.0,195800.0,146800.0,2300000.0,2016.0,1,14.0,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756
Vlad and Niki,98900000,77180169894.0,Entertainment,574,US,6.0,580574000.0,145100.0,2300000.0,1700000.0,27900000.0,2018.0,4,23.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Zee Music Company,96700000,57856289381.0,Music,8548,IN,2.0,803613000.0,200900.0,3200000.0,2400000.0,38600000.0,2014.0,3,12.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
WWE,96000000,77428473662.0,Sports,70127,US,1.0,714614000.0,178700.0,2900000.0,2100000.0,34300000.0,2007.0,5,11.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
BLACKPINK,89800000,32144597566.0,People & Blogs,543,KR,3.0,498930000.0,124700.0,2000000.0,1500000.0,23900000.0,2016.0,6,29.0,94.3,51709098.0,4.15,42106719.0,35.907757,127.766922
Sony SAB,83000000,101000000000.0,Shows,71270,IN,7.0,1657000000.0,414300.0,6600000.0,5000000.0,79600000.0,2007.0,8,4.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
5-Minute Crafts,80100000,26236790209.0,Howto & Style,1,GB,6781.0,1.0,0.0,0.0,0.0,0.05,2020.0,7,27.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
BANGTANTV,75600000,20826993957.0,Music,2281,KR,4.0,168290000.0,42100.0,673200.0,504900.0,8100000.0,2012.0,12,17.0,94.3,51709098.0,4.15,42106719.0,35.907757,127.766922
Justin Bieber,71600000,30608119724.0,Music,249,CA,6.0,176326000.0,44100.0,705300.0,529000.0,8500000.0,2007.0,1,15.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771
HYBE LABELS,71300000,28634566938.0,Music,1337,KR,5.0,598173000.0,149500.0,2400000.0,1800000.0,28700000.0,2008.0,6,4.0,94.3,51709098.0,4.15,42106719.0,35.907757,127.766922
Zee TV,70500000,73139054467.0,Entertainment,129204,IN,8.0,1707000000.0,426800.0,6800000.0,5100000.0,81900000.0,2005.0,12,11.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Pinkfong Baby Shark - Kids' Songs & Stories,68200000,38843229963.0,Education,2865,US,2.0,473387000.0,118300.0,1900000.0,1400000.0,22700000.0,2011.0,12,14.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Canal KondZilla,66500000,36775585925.0,Music,2572,BR,7.0,447223000.0,0.0,0.0,0.0,0.0,2012.0,3,21.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
ChuChu TV Nursery Rhymes & Kids Songs,65900000,45757850229.0,Education,633,IN,3.0,420292000.0,105100.0,1700000.0,1300000.0,20200000.0,2013.0,2,9.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Shemaroo Filmi Gaane,65600000,28648024439.0,Music,8502,IN,8.0,254961000.0,63700.0,1000000.0,764900.0,12200000.0,2010.0,6,11.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Colors TV,64600000,61510906457.0,Shows,112915,IN,9.0,1188000000.0,296900.0,4800000.0,3600000.0,57000000.0,2008.0,6,13.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
T-Series Bhakti Sagar,61000000,29533230328.0,Music,13,IN,5744.0,10.0,0.0,0.04,0.03,0.48,2018.0,8,3.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Dude Perfect,59500000,16241549158.0,Sports,389,US,3.0,141200000.0,35300.0,564800.0,423600.0,6800000.0,2009.0,3,17.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Movieclips,59500000,59316472754.0,Film & Animation,39113,US,3.0,114668000.0,28700.0,458700.0,344000.0,5500000.0,2006.0,4,28.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Tips Official,59300000,33431802698.0,Music,4741,IN,10.0,422634000.0,105700.0,1700000.0,1300000.0,20300000.0,2007.0,5,22.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
El Reino Infantil,58400000,57271630846.0,Music,1510,AR,11.0,611828000.0,153000.0,2400000.0,1800000.0,29400000.0,2011.0,6,2.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672
Wave Music,58000000,40602020243.0,Music,19487,IN,12.0,232025000.0,58000.0,928100.0,696100.0,11100000.0,2014.0,10,29.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Aaj Tak,57600000,25307753534.0,News & Politics,283775,IN,1.0,461148000.0,115300.0,1800000.0,1400000.0,22100000.0,2009.0,8,27.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Sony Music India,57200000,28837144516.0,Music,3882,IN,13.0,259310000.0,64800.0,1000000.0,777900.0,12400000.0,2009.0,9,2.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
EminemMusic,56900000,27073872856.0,Music,156,US,14.0,260193000.0,65000.0,1000000.0,780600.0,12500000.0,2007.0,2,9.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Marshmello,56400000,14696003229.0,Entertainment,436,US,15.0,112100000.0,28000.0,448400.0,336300.0,5400000.0,2015.0,4,6.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
YRF,54600000,35302243691.0,Film & Animation,3707,IN,16.0,512093000.0,128000.0,2000000.0,1500000.0,24600000.0,2006.0,6,7.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Ed Sheeran,53500000,30367676736.0,Music,383,GB,18.0,202720000.0,50700.0,810900.0,608200.0,9700000.0,2006.0,8,8.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
Infobells - Hindi,53300000,30516172739.0,Education,577,IN,4.0,815949000.0,204000.0,3300000.0,2400000.0,39200000.0,2014.0,6,6.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Taylor Swift,52900000,29884657286.0,Music,216,US,19.0,528392000.0,132100.0,2100000.0,1600000.0,25400000.0,2006.0,9,20.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Ariana Grande,52700000,24004842608.0,Music,147,US,20.0,160216000.0,40100.0,640900.0,480600.0,7700000.0,2007.0,1,22.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
BillionSurpriseToys  - Nursery Rhymes & Cartoons,52200000,9877365274.0,Education,847,US,5.0,266747000.0,66700.0,1100000.0,800200.0,12800000.0,2013.0,10,25.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
JuegaGerman,48100000,14631710289.0,Gaming,2052,CL,2.0,66388000.0,16600.0,265600.0,199200.0,3200000.0,2013.0,5,19.0,88.5,18952038.0,7.09,16610135.0,-35.675147,-71.542969
Billie Eilish,47900000,13626331061.0,Music,65,US,21.0,146862000.0,36700.0,587400.0,440600.0,7000000.0,2013.0,2,6.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Get Movies,47500000,30788679536.0,Entertainment,3322,RU,4.0,306540000.0,76600.0,1200000.0,919600.0,14700000.0,2006.0,12,16.0,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756
Shemaroo,47400000,22519705183.0,Entertainment,11451,IN,10.0,232744000.0,58200.0,931000.0,698200.0,11200000.0,2007.0,9,1.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
SonyMusicIndiaVEVO,46600000,27286058807.0,Music,3444,US,22.0,314505000.0,78600.0,1300000.0,943500.0,15100000.0,2009.0,9,2.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
A4,46300000,22936630813.0,Gaming,1,CU,5359.0,94.0,0.02,0.38,0.28,5.0,2006.0,3,11.0,41.4,11333483.0,1.64,8739135.0,21.521757,-77.781167
Fernanfloo,46100000,10323391593.0,Gaming,543,SV,3.0,33842000.0,8500.0,135400.0,101500.0,1600000.0,2011.0,5,2.0,29.4,6453553.0,4.11,4694702.0,13.794185,-88.89653
Voot Kids,45500000,21388725229.0,Entertainment,4660,IN,13.0,233988000.0,58500.0,936000.0,702000.0,11200000.0,2016.0,11,23.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Felipe Neto,45200000,16602198273.0,Entertainment,4331,BR,14.0,130359000.0,32600.0,521400.0,391100.0,6300000.0,2006.0,5,16.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
Vocï¿½ï¿½ï¿½,44700000,7828610828.0,Entertainment,1558,BR,15.0,48032000.0,12000.0,192100.0,144100.0,2300000.0,2013.0,9,1.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
HAR PAL GEO,44600000,41139050371.0,Entertainment,100755,PK,15.0,1337000000.0,334300.0,5300000.0,4000000.0,64200000.0,2008.0,1,2.0,9.0,216565318.0,4.45,79927762.0,30.375321,69.345116
Katy Perry,44200000,25458952022.0,Music,128,US,24.0,134242000.0,33600.0,537000.0,402700.0,6400000.0,2008.0,6,1.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
whinderssonnunes,44200000,4274709210.0,Comedy,558,BR,1.0,26683000.0,6700.0,106700.0,80100.0,1300000.0,2013.0,1,21.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
ABS-CBN Entertainment,44200000,50292540392.0,People & Blogs,193890,PH,16.0,176629000.0,44200.0,706500.0,529900.0,8500000.0,2008.0,7,16.0,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017
Alan Walker,43700000,12884264778.0,Music,8,TH,5270.0,22.0,0.01,0.09,0.07,1.0,2006.0,5,12.0,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541
Shakira,43500000,27568757295.0,People & Blogs,326,CO,3.0,353412000.0,88400.0,1400000.0,1100000.0,17000000.0,2005.0,10,16.0,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333
ýýýýýýýý ýý ýýýýýýýýýýýýýý,43200000,36458726976.0,Film & Animation,1478,RU,6.0,303780000.0,75900.0,1200000.0,911300.0,14600000.0,2011.0,5,31.0,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756
ARY Digital HD,43200000,37939780685.0,Entertainment,109871,PK,18.0,1149000000.0,287300.0,4600000.0,3400000.0,55200000.0,2016.0,7,11.0,9.0,216565318.0,4.45,79927762.0,30.375321,69.345116
Speed Records,42500000,26820902622.0,Music,10938,IN,26.0,159757000.0,39900.0,639000.0,479300.0,7700000.0,2012.0,11,22.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Masha and The Bear,42400000,24519022988.0,Shows,1218,US,5.0,670459000.0,167600.0,2700000.0,2000000.0,32200000.0,2014.0,9,17.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Like Nastya Show,42400000,19547696190.0,Entertainment,618,US,19.0,53202000.0,13300.0,212800.0,159600.0,2600000.0,2017.0,11,14.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Rihanna,41900000,22477745835.0,Entertainment,84,BB,27.0,182926000.0,45700.0,731700.0,548800.0,8800000.0,2005.0,11,6.0,65.4,287025.0,10.33,89431.0,13.193887,-59.543198
Ishtar Music,41400000,17608931161.0,Trailers,4510,IN,28.0,180942000.0,45200.0,723800.0,542800.0,8700000.0,2005.0,9,22.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Kimberly Loaiza,41300000,5603111948.0,People & Blogs,291,MX,1.0,136745000.0,34200.0,547000.0,410200.0,6600000.0,2016.0,11,16.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
Little Baby Bum - Nursery Rhymes & Kids Songs,40900000,39450824833.0,Education,2423,US,7.0,98775000.0,24700.0,395100.0,296300.0,4700000.0,2011.0,6,22.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
shfa2 - ï¿½ï¿½,39700000,23884824160.0,People & Blogs,1596,AE,2.0,247731000.0,61900.0,990900.0,743200.0,11900000.0,2017.0,11,6.0,36.8,9770529.0,2.35,8479744.0,23.424076,53.847818
CarryMinati,39200000,3294013141.0,Comedy,186,IN,2.0,78688000.0,19700.0,314800.0,236100.0,3800000.0,2014.0,10,30.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
XXXTENTACION,39200000,10507474316.0,Music,133,US,29.0,58362000.0,14600.0,233400.0,175100.0,2800000.0,2015.0,6,23.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Super Simple Songs - Kids Songs,39200000,44900897958.0,Education,744,CA,8.0,560756000.0,140200.0,2200000.0,1700000.0,26900000.0,2006.0,9,8.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771
Mikecrack,39100000,16118181673.0,Gaming,1876,ES,4.0,264108000.0,66000.0,1100000.0,792300.0,12700000.0,2015.0,7,13.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
WorkpointOfficial,39000000,36131228583.0,Entertainment,72580,TH,24.0,130461000.0,32600.0,521800.0,391400.0,6300000.0,2012.0,11,5.0,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541
GR6 EXPLODE,38900000,25154232306.0,Music,3043,BR,30.0,1635000000.0,408700.0,6500000.0,4900000.0,78500000.0,2014.0,8,5.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
TEDx Talks,38600000,7339333120.0,Nonprofits & Activism,200933,US,1.0,45638000.0,11400.0,182600.0,136900.0,2200000.0,2009.0,6,23.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
shfa,38400000,21528116909.0,People & Blogs,982,SA,1454.0,1589000.0,397.0,6400.0,4800.0,76300.0,2018.0,5,24.0,68.0,34268528.0,5.93,28807838.0,23.885942,45.079162
Goldmines Gaane Sune Ansune,38300000,16718192386.0,Music,3532,IN,31.0,814756000.0,203700.0,3300000.0,2400000.0,39100000.0,2015.0,8,24.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
One Direction,38200000,13598903820.0,Music,11,US,2594.0,6348.0,2.0,25.0,19.0,305.0,2016.0,6,26.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
TheEllenShow,38200000,22756581750.0,Entertainment,15672,US,26.0,21804000.0,5500.0,87200.0,65400.0,1000000.0,2006.0,11,21.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Sony PAL,38200000,28519339489.0,Shows,24089,IN,25.0,415914000.0,104000.0,1700000.0,1200000.0,20000000.0,2014.0,5,9.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Daddy Yankee,38000000,22731415608.0,Music,505,US,33.0,205594000.0,51400.0,822400.0,616800.0,9900000.0,2011.0,5,16.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Like Nastya ESP,37600000,18208196857.0,Entertainment,743,US,28.0,321026000.0,80300.0,1300000.0,963100.0,15400000.0,2017.0,4,22.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
ýýýýýýýýýýýý one31,37500000,27262462114.0,Entertainment,117152,TH,29.0,140754000.0,35200.0,563000.0,422300.0,6800000.0,2013.0,1,10.0,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541
Jkk Entertainment,37200000,16402066717.0,Comedy,220,IN,3.0,49861000.0,12500.0,199400.0,149600.0,2400000.0,2017.0,3,20.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
ABP NEWS,37000000,13102611515.0,People & Blogs,301308,IN,2.0,267060000.0,66800.0,1100000.0,801200.0,12800000.0,2012.0,6,1.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Maria Clara & JP,37000000,24188861917.0,People & Blogs,744,BR,30.0,251449000.0,62900.0,1000000.0,754300.0,12100000.0,2015.0,9,6.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
Bruno Mars,36700000,19378155425.0,Music,99,US,34.0,175243000.0,43800.0,701000.0,525700.0,8400000.0,2006.0,9,19.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Maroon 5,36600000,22553923546.0,Music,171,US,35.0,152825000.0,38200.0,611300.0,458500.0,7300000.0,2006.0,3,9.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Ultra Bollywood,36600000,15653786446.0,Trailers,9168,IN,31.0,131462000.0,0.0,0.0,0.0,0.0,2009.0,10,21.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
YouTube,36300000,3010784935.0,News & Politics,744,US,5.0,21103000.0,5300.0,84400.0,63300.0,1000000.0,1970.0,1,1.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
La Granja de Zenï¿½,35700000,27118354077.0,Music,654,AR,37.0,302071000.0,75500.0,1200000.0,906200.0,14500000.0,2013.0,6,6.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672
Saregama Music,35500000,15657673422.0,Entertainment,7566,IN,38.0,533793000.0,133400.0,2100000.0,1600000.0,25600000.0,2013.0,1,4.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
IndiaTV,35500000,16105023749.0,News & Politics,273255,IN,3.0,290847000.0,72700.0,1200000.0,872500.0,14000000.0,2006.0,8,26.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
T-Series Bollywood Classics,35400000,22637783517.0,Music,2010,IN,39.0,331474000.0,82900.0,1300000.0,994400.0,15900000.0,2012.0,4,2.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Markiplier,35200000,20297931219.0,Gaming,5490,US,8.0,127329000.0,31800.0,509300.0,382000.0,6100000.0,2012.0,5,26.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Ryan's World,35200000,55299840198.0,Entertainment,2453,US,32.0,238613000.0,59700.0,954500.0,715800.0,11500000.0,2015.0,3,17.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Genevieve's Playhouse - Learning Videos for Kids,34900000,25607397308.0,Education,617,US,7.0,335307000.0,83800.0,1300000.0,1000000.0,16100000.0,2016.0,1,6.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Geet MP3,34300000,12746535822.0,Music,679,IN,41.0,101357000.0,25300.0,405400.0,304100.0,4900000.0,2016.0,10,22.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
J Balvin,34100000,23005313609.0,Music,141,CO,42.0,128696000.0,32200.0,514800.0,386100.0,6200000.0,2011.0,2,18.0,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333
Jess No Limit,34000000,3963007415.0,Entertainment,2284,ID,33.0,547141000.0,136800.0,2200000.0,1600000.0,26300000.0,2017.0,9,7.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
Jingle Toons,34000000,11351015824.0,Film & Animation,240,IN,8.0,179903000.0,45000.0,719600.0,539700.0,8600000.0,2013.0,1,24.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
VEGETTA777,33800000,15432929204.0,Gaming,7606,ES,10.0,39094000.0,9800.0,156400.0,117300.0,1900000.0,2008.0,3,2.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
Galinha Pintadinha,33800000,27274550757.0,Film & Animation,66,BR,9.0,403508000.0,100900.0,1600000.0,1200000.0,19400000.0,2006.0,8,30.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
SSSniperWolf,33700000,23492684419.0,Gaming,3366,US,35.0,210955000.0,52700.0,843800.0,632900.0,10100000.0,2013.0,1,20.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Selena Gomez,33600000,13013567335.0,Film & Animation,188,US,43.0,115792000.0,28900.0,463200.0,347400.0,5600000.0,2008.0,2,8.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Rajshri,33500000,14864294792.0,Music,3741,IN,36.0,272255000.0,68100.0,1100000.0,816800.0,13100000.0,2006.0,3,24.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Ch3Thailand,33500000,29611914495.0,Entertainment,96214,TH,37.0,61307000.0,0.0,0.0,0.0,0.0,2014.0,5,29.0,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541
KHANDESHI MOVIES,33500000,11405809704.0,Comedy,217,IN,4.0,24736000.0,6200.0,98900.0,74200.0,1200000.0,2013.0,11,11.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
NoCopyrightSounds,33400000,10530729078.0,Music,1331,GB,44.0,55654000.0,13900.0,222600.0,167000.0,2700000.0,2011.0,8,14.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
CVS 3D Rhymes & Kids Songs,33400000,20269857567.0,Education,338,IN,9.0,136084000.0,34000.0,544300.0,408300.0,6500000.0,2008.0,8,26.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Ricis Official,33300000,5994136760.0,People & Blogs,2736,ID,34.0,157101000.0,39300.0,628400.0,471300.0,7500000.0,2016.0,1,15.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
BabyBus - Kids Songs and Cartoons,32800000,26355088167.0,Education,2122,US,10.0,127498000.0,31900.0,510000.0,382500.0,6100000.0,2016.0,7,15.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Eros Now Music,32700000,17853798780.0,Entertainment,1521,IN,838.0,20263000.0,5100.0,81100.0,60800.0,972600.0,2012.0,3,14.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
DisneyMusicVEVO,32700000,28516250629.0,Music,2068,US,45.0,329861000.0,82500.0,1300000.0,989600.0,15800000.0,2010.0,5,20.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
The Weeknd,32600000,23379969006.0,Music,169,CA,45.0,373828000.0,93500.0,1500000.0,1100000.0,17900000.0,2011.0,2,25.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771
KAROL G,32100000,18699145555.0,Music,134,CO,46.0,465647000.0,116400.0,1900000.0,1400000.0,22400000.0,2013.0,3,14.0,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333
Mr Bean,32100000,10602236110.0,Shows,3091,GB,5.0,56534000.0,14100.0,226100.0,169600.0,2700000.0,2006.0,1,4.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
rezendeevil,32100000,13061739758.0,Gaming,11882,BR,40.0,44505000.0,11100.0,178000.0,133500.0,2100000.0,2012.0,2,12.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
StarPlus,32000000,26800674545.0,Entertainment,44892,IN,40.0,1667000000.0,416800.0,6700000.0,5000000.0,80000000.0,2006.0,5,19.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
GMA  Network,31900000,19428308461.0,Entertainment,93311,PH,41.0,798510000.0,199600.0,3200000.0,2400000.0,38300000.0,2006.0,11,20.0,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017
GENIAL,31800000,6762424690.0,Howto & Style,6734,MX,4.0,31455000.0,7900.0,125800.0,94400.0,1500000.0,2017.0,6,1.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
MR. INDIAN HACKER,31700000,5711208484.0,Science & Technology,929,IN,1.0,109125000.0,27300.0,436500.0,327400.0,5200000.0,2012.0,6,21.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Worldwide Records Bhojpuri,31700000,16476978876.0,Music,6518,IN,48.0,112648000.0,28200.0,450600.0,337900.0,5400000.0,2012.0,3,15.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
DONA ï¿½ï¿½,31700000,21031745531.0,Entertainment,166,US,42.0,153280000.0,38300.0,613100.0,459800.0,7400000.0,2018.0,4,5.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Dream,31700000,2930015381.0,Gaming,116,US,12.0,27022000.0,6800.0,108100.0,81100.0,1300000.0,2014.0,2,8.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Lucas and Marcus,31600000,11615848291.0,Entertainment,1321,US,43.0,312099000.0,78000.0,1200000.0,936300.0,15000000.0,2011.0,1,19.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
JustinBieberVEVO,31600000,26583873105.0,Music,204,US,49.0,105126000.0,26300.0,420500.0,315400.0,5000000.0,2009.0,9,26.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Peppa Pig - Official Channel,31400000,22919271731.0,Film & Animation,3589,GB,11.0,244925000.0,61200.0,979700.0,734800.0,11800000.0,2013.0,10,9.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
YOLO AVENTURAS,31200000,9673649438.0,People & Blogs,65,VE,2270.0,3589.0,0.9,14.0,11.0,172.0,2018.0,12,16.0,79.3,28515829.0,8.8,25162368.0,6.42375,-66.58973
The Tonight Show Starring Jimmy Fallon,31200000,17111726160.0,Comedy,8976,US,6.0,22511000.0,0.0,0.0,0.0,0.0,2006.0,1,8.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
TheDonato,31200000,6187804950.0,Entertainment,3027,AR,12.0,190679000.0,47700.0,762700.0,572000.0,9200000.0,2015.0,2,17.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672
ImagineDragons,30700000,16793072362.0,Music,92,US,50.0,188837000.0,47200.0,755300.0,566500.0,9100000.0,2009.0,8,3.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Round2hell,30700000,3145161634.0,Comedy,67,IN,45.0,31822000.0,8000.0,127300.0,95500.0,1500000.0,2016.0,10,20.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Zee News,30500000,16709857823.0,News & Politics,180092,IN,4.0,461472000.0,115400.0,1800000.0,1400000.0,22200000.0,2007.0,6,19.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
AboFlah,30500000,4521573939.0,Gaming,641,KW,7.0,157908000.0,39500.0,631600.0,473700.0,7600000.0,2016.0,7,28.0,54.4,4207083.0,2.18,4207083.0,29.31166,47.481766
AH,30400000,4332274962.0,Entertainment,2197,ID,46.0,21440000.0,5400.0,85800.0,64300.0,1000000.0,2014.0,1,26.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
