cement,slag,flyash,water,superplasticizer,coarseaggregate,fineaggregate,age,csMPa
171.2,195.7,9.0,194.0,11.7,1094.5,870.1,36.7,32.76
270.3,107.0,83.5,220.0,9.1,963.5,836.3,31.8,32.4
259.4,100.1,66.5,267.5,5.8,958.0,762.9,43.9,28.63
194.3,190.0,11.0,209.2,10.0,1147.9,776.4,36.8,18.28
170.3,249.7,4.7,216.7,3.7,922.5,950.8,30.4,33.06
315.6,4.3,115.6,241.5,11.2,914.3,849.8,42.6,31.42
163.0,216.3,11.7,212.0,3.9,1044.4,871.9,25.9,31.03
352.3,168.6,14.6,194.7,8.3,969.3,894.7,17.0,44.39
164.8,8.0,130.1,202.6,9.7,1089.4,898.2,30.4,12.18
168.3,172.5,118.0,194.7,8.6,1099.0,767.6,38.4,25.56
159.7,139.8,110.5,214.7,8.6,1013.8,831.8,35.3,36.44
188.4,255.8,-1.5,194.2,13.1,946.3,976.2,30.9,32.96
330.4,-6.8,132.3,228.5,11.0,987.3,823.1,36.9,23.84
203.2,154.1,110.8,197.4,9.7,957.0,901.6,27.8,26.23
185.7,-6.2,130.8,175.1,16.8,1107.6,912.1,25.2,17.95
353.6,15.2,148.8,215.7,12.3,894.9,878.1,29.1,40.68
194.2,142.1,2.1,195.7,7.6,1094.6,898.6,28.0,19.01
181.1,10.3,195.5,187.4,17.1,1170.0,762.6,26.2,13.46
169.6,123.3,100.1,203.1,7.7,1039.6,867.5,31.6,23.52
295.0,98.5,72.9,186.8,11.1,1028.2,840.4,40.3,49.77
333.6,154.5,-12.1,202.1,11.2,1013.1,859.4,30.6,52.44
169.9,3.3,132.4,198.4,10.3,1071.5,875.1,26.9,13.2
191.8,260.1,5.6,189.7,12.4,1176.3,746.0,29.3,37.43
170.9,175.2,130.6,212.0,8.2,904.8,872.9,31.2,29.87
350.5,185.9,1.2,212.4,8.7,906.9,888.6,36.0,56.61
178.1,190.3,-4.0,215.8,8.5,969.5,947.6,37.4,23.79
173.6,15.5,172.6,200.0,10.0,1067.9,876.2,43.5,13.29
288.2,103.6,93.0,195.7,11.2,996.7,828.8,29.1,39.42
337.9,149.2,115.3,200.5,8.7,969.4,765.0,35.7,46.23
335.6,161.2,14.5,147.0,8.0,1106.5,920.7,31.4,44.52
175.9,179.3,15.1,197.5,3.5,1094.1,890.2,26.4,23.74
167.9,143.0,115.1,198.0,8.3,1039.6,860.2,32.6,26.14
159.2,4.0,175.8,198.0,14.5,949.6,953.1,18.9,15.52
295.6,134.9,89.3,209.0,7.5,1035.8,747.7,30.2,43.57
316.2,10.4,115.1,182.4,13.5,1045.9,857.7,32.0,35.86
353.9,153.2,1.4,194.3,8.7,1095.0,755.8,30.9,41.05
191.4,197.5,145.3,209.3,9.9,979.2,759.7,28.0,28.99
323.1,147.0,11.3,213.9,7.8,1004.7,835.0,35.5,46.24
170.6,184.7,8.8,186.2,3.0,1104.6,913.3,29.3,26.92
164.4,21.4,192.9,214.6,8.3,930.8,946.6,27.3,10.54
335.6,7.2,2.7,194.3,9.4,1094.9,887.8,32.5,25.1
152.9,172.2,140.3,190.8,10.1,1030.0,852.8,30.5,29.07
209.1,2.1,144.9,210.6,9.9,978.6,948.8,38.3,9.74
259.4,108.1,92.1,209.9,7.6,1008.6,832.7,35.4,33.8
195.8,228.8,178.1,234.5,11.3,913.8,718.9,39.4,39.84
150.5,198.1,97.9,215.5,7.1,940.2,880.9,27.3,26.97
190.8,160.8,122.9,214.2,7.3,1060.7,719.8,29.3,27.23
179.6,230.6,167.5,217.1,10.6,924.5,750.8,31.6,30.65
172.6,220.5,155.8,220.5,9.3,921.4,790.1,34.9,33.05
151.0,113.6,204.0,211.2,7.4,1057.4,702.6,42.6,21.91
205.3,216.4,165.7,217.2,8.1,946.1,748.7,17.7,30.88
170.5,23.5,197.7,193.8,6.8,1113.4,783.2,26.6,15.34
173.9,189.3,197.4,246.1,8.1,954.5,699.7,36.9,24.34
200.7,187.4,199.0,199.9,7.2,992.2,713.7,33.9,23.89
212.0,84.8,191.7,229.2,7.0,1019.7,694.2,21.1,22.93
191.5,186.5,196.2,239.7,7.7,949.0,692.4,24.5,29.41
322.1,-6.4,115.3,199.1,7.6,1089.7,755.4000000000001,25.4,36.8
185.9,179.1,9.7,212.20000000000002,9.9,1144.0,789.0,29.3,18.29
181.9,254.8,1.6,220.6,4.5,930.6,947.3,29.5,32.72
143.6,224.7,4.0,210.5,4.4,1045.2,878.1999999999999,36.4,28.94
345.90000000000003,152.7,6.4,195.3,8.9,951.5,896.2,41.6,40.93
197.3,18.7,114.9,203.70000000000002,9.1,1087.6,896.8,34.3,12.18
180.9,143.6,118.4,199.0,7.6,1093.5,765.3000000000001,32.6,25.56
176.4,137.6,114.0,220.3,7.800000000000001,1013.6,846.3,29.7,36.44
184.5,249.3,8.1,194.20000000000002,13.1,951.5,958.1,28.2,32.96
173.6,160.6,121.6,199.2,8.4,958.9000000000001,898.0,31.6,26.23
176.4,12.3,138.0,182.4,16.700000000000003,1097.8,903.3000000000001,30.3,17.96
338.0,-14.7,148.9,215.9,11.100000000000001,898.6,859.8,40.1,38.63
175.89999999999998,143.89999999999998,9.8,194.6,9.1,1085.8,898.5,41.7,19.01
189.1,12.0,206.8,241.1,11.0,997.6,797.1,25.9,8.54
186.2,4.6,186.10000000000002,185.29999999999998,16.3,1169.4,749.4,19.8,13.46
300.8,30.2,93.89999999999999,217.1,11.299999999999999,1021.0,839.4000000000001,26.9,32.25
184.5,133.6,101.2,201.9,7.8,1040.1,861.3,20.3,23.52
276.29999999999995,113.3,79.9,187.29999999999998,10.5,1032.5,844.6999999999999,38.1,49.77
339.79999999999995,158.4,4.0,193.5,11.1,1020.2,832.6,37.6,52.45
312.1,127.2,17.9,184.8,7.7,1071.4,851.9000000000001,37.5,40.93
383.8,9.9,18.0,202.70000000000002,3.1999999999999997,1073.8,890.5,37.3,44.87
175.7,254.5,13.5,188.9,13.0,1163.8,768.9,36.7,37.43
166.39999999999998,185.79999999999998,144.1,210.79999999999998,9.1,914.8000000000001,875.0,40.7,29.87
358.7,186.5,-1.1,211.8,8.7,917.5,871.0999999999999,33.7,56.62
173.10000000000002,-0.4,151.60000000000002,210.70000000000002,9.7,1156.3000000000002,775.7,35.0,12.46
184.8,203.6,3.1,213.0,10.0,976.1,945.1,31.2,23.79
158.79999999999998,-4.4,164.29999999999998,200.1,10.6,1066.5,876.6,37.2,13.29
275.4,115.3,89.7,196.8,10.6,996.0,821.7,17.7,39.42
341.3,156.9,119.4,193.0,7.8,970.2,766.2,37.2,46.23
337.3,151.2,1.9,148.8,8.8,1109.3,902.5,37.4,44.52
156.5,171.5,1.9,202.8,3.1,1082.7,897.6999999999999,43.7,23.74
171.0,136.8,116.8,196.4,8.8,1049.4,842.8,24.0,26.15
320.5,110.89999999999999,97.4,208.79999999999998,7.1,1054.2,748.6,33.7,43.58
331.5,12.5,114.5,185.6,12.9,1055.2,859.5,31.4,35.87
189.5,202.8,149.39999999999998,214.0,9.2,989.8000000000001,770.6,23.2,28.99
302.9,140.6,1.1,213.0,5.3,1019.0,845.9,40.3,46.25
178.3,4.2,175.5,219.2,8.0,919.4,945.8000000000001,35.3,10.54
342.2,-5.2,7.5,195.79999999999998,8.5,1108.7,896.6,37.2,25.1
169.9,177.4,128.0,192.29999999999998,9.6,1022.8000000000001,839.6,21.2,29.07
187.20000000000002,27.3,135.3,213.70000000000002,8.299999999999999,964.7,949.3000000000001,25.8,9.74
269.0,90.7,79.9,203.29999999999998,6.7,1016.4,828.0999999999999,29.4,33.8
300.3,103.5,80.2,228.79999999999998,10.2,1024.4,762.5,29.6,37.17
173.6,146.0,122.3,240.1,10.0,1002.0,720.4,19.5,16.5
173.9,117.39999999999999,98.1,216.8,9.4,967.5,916.0,27.7,19.99
170.3,187.9,147.39999999999998,185.6,19.8,1037.2,771.2,31.5,36.35
351.59999999999997,164.8,112.4,182.10000000000002,21.900000000000002,1015.1999999999999,733.0,30.2,38.22
322.5,156.6,10.2,231.9,6.6000000000000005,999.1,811.2,34.4,33.42
392.8,12.4,7.5,203.89999999999998,6.9,1099.9,818.8,30.4,39.06
187.29999999999998,150.3,118.8,191.79999999999998,16.2,1038.3999999999999,785.9000000000001,24.2,27.68
169.29999999999998,236.6,2.5,216.8,7.2,1092.2,769.5,32.0,26.86
333.5,143.5,11.2,184.5,11.0,1010.6999999999999,883.5,34.9,45.3
324.0,21.4,102.0,217.2,11.9,1043.5,790.9000000000001,30.2,30.12
193.60000000000002,7.2,191.3,185.9,13.2,1093.5,836.7,33.5,15.57
178.10000000000002,170.4,141.79999999999998,190.8,11.5,984.4,854.5999999999999,50.8,44.61
348.6,170.39999999999998,17.8,206.6,5.1,969.5,853.4,42.6,57.22
389.8,202.1,16.2,208.9,6.3999999999999995,923.1999999999999,826.9,30.4,65.91
317.6,125.10000000000001,111.7,188.3,9.1,912.0,879.1,26.3,52.83
284.3,117.39999999999999,71.3,214.0,8.9,930.2,910.1999999999999,33.4,33.4
197.7,9.2,151.4,204.0,11.6,1120.8,824.3,31.7,18.03
187.89999999999998,193.9,148.3,223.6,12.3,931.9000000000001,785.5,31.0,35.31
328.2,11.7,142.6,228.6,5.9,958.7,821.6,37.6,40.06
314.1,130.2,94.80000000000001,205.4,9.5,1014.5,774.6,33.0,43.8
348.0,171.1,7.9,191.3,8.6,983.6,874.9,36.3,61.24
166.7,212.0,167.0,200.8,7.4,964.5,817.2,33.5,33.31
361.0,148.7,-0.6,202.70000000000002,9.6,1051.7,776.8,49.4,52.43
185.2,13.6,208.0,202.7,12.799999999999999,959.0,933.8,22.6,15.09
346.6,3.1,120.6,185.6,10.799999999999999,1013.6999999999999,853.3,42.0,38.46
367.5,-0.7,125.30000000000001,200.0,12.9,964.5,846.5,17.8,37.27
160.6,173.1,141.0,251.2,5.8999999999999995,963.1,742.6,38.2,35.23
333.9,140.5,-8.0,195.9,8.8,999.9,904.1,25.9,42.14
317.2,7.3,108.6,225.1,11.1,969.3000000000001,828.3000000000001,33.7,31.88
188.0,252.4,11.7,190.1,12.7,1151.1,769.9000000000001,44.0,39.46
350.0,11.3,113.39999999999999,215.0,10.0,911.5,882.9,35.0,31.18
176.6,164.3,116.3,212.0,5.199999999999999,994.3,844.3,38.1,23.7
178.29999999999998,181.7,-2.9,194.29999999999998,12.5,1083.2,880.5,40.2,32.77
282.59999999999997,111.6,83.2,216.4,9.299999999999999,951.9,844.4,32.4,32.4
